"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",,
"European Union","EUU","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218495296660979","0.21913663525959","0.222347826660195","0.222327719937596","0.223076475481576","0.223329857333047","0.223108144260612","0.206894686150804","0.213145554109045","0.213417597413172","0.215752003826058","",
"Fragile and conflict affected situations","FCS","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14866211523823","1.3536068470978","1.5409938477005","1.68314624753241","1.80152256691794","1.89851875869123","1.95984826592343","2.00346570398719","2.01993490287468","1.99601947159709","1.99241804062118","1.95451434298833","1.87826725710091","1.80614942649189","1.74328896262305","1.66504684944442","1.59909506831172","1.53473381228642","1.509870268238","1.46991464111755","1.45265782271286","1.39906782922217","1.38659292370861","1.35005219973244","1.33787851275493","1.28561694254394","1.27192988953307","1.23744796089223","1.18790797514386","1.15865381597883","1.13970370543078","1.07542057326237",
"Finland","FIN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2",
"France","FRA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3",
"Faroe Islands","FRO","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gabon","GAB","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.6","2","2.5","3.1","3.6","4.2","4.7","5.1","5.3","5.4","5.5","5.4","5.3","5.2","5","4.9","4.8","4.7","4.6","4.4","4.3","4.1","4","3.9","3.8","3.7","3.5","3.4","3.3","3.1","3",
"United Kingdom","GBR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3",
"Ghana","GHA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.7","2","2.2","2.4","2.5","2.6","2.7","2.7","2.7","2.7","2.6","2.5","2.5","2.4","2.3","2.2","2.1","2.1","2","2","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.7",
"Gibraltar","GIB","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.7","0.8","1","1.1","1.2","1.3","1.4","1.5","1.6","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.6","1.6","1.6","1.5","1.5","1.5",
"Gambia, The","GMB","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.2","0.2","0.3","0.5","0.6","0.8","1","1.2","1.3","1.5","1.6","1.7","1.8","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.7","1.7"
"Guinea-Bissau","GNB","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.5","0.7","0.9","1.2","1.5","1.8","2.2","2.5","2.8","3.1","3.3","3.5","3.7","3.8","3.9","3.9","3.9","3.9","4","3.9","3.9","3.9","3.8","3.8","3.7","3.6","3.5","3.4","3.3","3.2","3.1",
"Equatorial Guinea","GNQ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","1","1.2","1.4","1.7","1.9","2.2","2.5","2.8","3","3.3","3.6","3.8","4","4.3","4.5","4.7","5","5.2","5.5","5.7","5.9","6.1","6.3","6.5","6.6","6.8","6.8","6.9","6.9","6.9","6.9",
"Greece","GRC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2",
"Grenada","GRD","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.2","0.2","0.3","0.3","0.4","0.4","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2",
"Guam","GUM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1","1","1.1","1.2","1.2","1.3","1.3","1.3","1.3","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4",
"High income","HIC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Honduras","HND","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.5","0.6","0.6","0.7","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35404373656209","2.66388467116816","2.92678125810014","3.13203317746156","3.29714543322932","3.40318975282232","3.48124425152695","3.5033561573014","3.49183953751392","3.42242347732717","3.37583619751938","3.26779238591409","3.14690621545404","3.02031559058106","2.90100427112174","2.79298515759387","2.67208152593475","2.5889052085007","2.53802869438397","2.46210458947125","2.43599952217519","2.37963824614437","2.34141503527847","2.28611541552463","2.24388060657077","2.17904258803486","2.14641817721437","2.09448467297491","2.03648250457732","1.96376414210856","1.91053603317076","1.83028367283338",
"Croatia","HRV","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Haiti","HTI","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.5","2.8","2.9","3","3.1","3.1","3","3","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.2","2.2","2.1","2.1","2.1","2.1","2.1","2","2","2","2","1.9","1.9","1.9","1.9","1.8",
"Hungary","HUN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.497378437282689","0.581104002863896","0.692391014183618","0.76880391235156","0.861913101542804","0.945504728970425","0.989796301508517","1.06715315914999","1.08651590567626","1.13039958496152","1.14135658857234","1.11235951976846","1.1016319474556","1.10085586505996","1.08640519397407","1.0477826033443","1.03694990586095","1.02514502020123","1.02477755191825","1.00217890871657","1.00572957040848","1.00375798841501","1.0061170134389","1.00184523869593","1.00647740950752","1.005728813658","0.974349530678537","0.963417117620145","0.94783544216176","0.939475963492153","0.93549564957451","0.909758449396985",
"IDA total","IDA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.42787696085458","1.65652111657004","1.86788895388973","2.04367434723457","2.18089845200966","2.27408096028554","2.33761470210823","2.36194248909898","2.35767599053573","2.31417104906494","2.27866667934677","2.21392146609157","2.1305824677178","2.04688388627836","1.97194967871125","1.89446214557722","1.82897058965519","1.76951108237247","1.7435792277762","1.70831324049682","1.68950935269533","1.65115744733959","1.6354645135145","1.61199329695284","1.60061647100703","1.56027511502089","1.54361647527394","1.51281397782784","1.46948427409124","1.43101703857235","1.41359735675464","1.35660271673307",
"IDA blend","IDB","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.34785036539826","1.65253315652738","1.94024983275898","2.18478329745527","2.37578729547679","2.49888089888161","2.57553448452813","2.61916968802016","2.60711729945245","2.55816639678886","2.49653263496127","2.41431676045656","2.30317486619093","2.18933653528901","2.105568405123","1.99556018830093","1.93640128834693","1.85525222781614","1.81208181372518","1.78217622649467","1.74548179600451","1.69076160503183","1.67486623655303","1.65603166666694","1.65073644208549","1.59858794919728","1.58701108321075","1.56002809379209","1.49876834520789","1.47275491294708","1.48317526751086","1.41458713617941",
"Indonesia","IDN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.3",
"IDA only","IDX","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.46921498931156","1.65858626294999","1.83057426049674","1.97128040598108","2.0810434160713","2.15882678992995","2.21512867174213","2.22887830869662","2.22814720829927","2.18707103881241","2.16446444152639","2.10817341566062","2.03940755827851","1.97172494835294","1.90143381363787","1.8411156380064","1.77230793645886","1.72426785769289","1.70737848991551","1.66921143285941","1.65983006876379","1.63016178696185","1.61462966913944","1.58876867658592","1.57426361272202","1.54021971295785","1.52104323854735","1.48838809080794","1.45439458797937","1.40959348948782","1.37798945003314","1.32697758938577",
"Isle of Man","IMN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.2","0.2","0.3","0.4","0.4","0.5","0.5","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2",
"Not classified","INX","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3",
"Iran, Islamic Rep.","IRN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Iraq","IRQ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Israel","ISR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2",
"Jamaica","JAM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.3","1.4","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.3","1.3",
"Jordan","JOR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3",
"Kenya","KEN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","6.2","7.5","8.6","9.4","9.9","10.1","10","9.8","9.4","9","8.5","8.1","7.6","7.1","6.7","6.4","6.2","6","5.9","5.7","5.6","5.5","5.3","5.2","5","4.9","4.7","4.5","4.4","4.2","4",
"Kyrgyz Republic","KGZ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2",
"Cambodia","KHM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.2","0.4","0.6","0.9","1.1","1.2","1.3","1.3","1.3","1.3","1.2","1.1","1.1","1.1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6",
"Kiribati","KIR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kuwait","KWT","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.204446683451053","0.214703900293966","0.226159261926826","0.269260221715188","0.277041611370859","0.288534544212048","0.30298071421936","0.357478912220094","0.354344848061028","0.365850278715688","0.367176414057105","0.367359512539435","0.365077874217804","0.424621010893475","0.420967765890239","0.418075436738255","0.422896428406103","0.426404285686229","0.421819866172714","0.458039385286123","0.45811863941131","0.456486900550073","0.454878157464918","0.45245980619678","0.45910476828231","0.458300142772345","0.47898163633071","0.479873857110064","0.48151893463198","0.48205471466429","0.519480838847746","0.515378784714355",
"Lao PDR","LAO","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3",
"Lebanon","LBN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Liberia","LBR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","2.1","2.4","2.7","2.8","2.9","2.9","2.9","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.1","2","1.9","1.8","1.8","1.7","1.6","1.6","1.5","1.4","1.4","1.3","1.2","1.2","1.1","1.1","1.1",
"Libya","LBY","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2",
"St. Lucia","LCA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.196791833624028","0.206714361514674","0.217589667873623","0.25699781098545","0.265098599272803","0.275992348249759","0.289454267294211","0.347280874175951","0.34532040117941","0.360872231116355","0.367055014529256","0.367299047041071","0.370246132110688","0.429349331189776","0.429361362623001","0.426735623815043","0.431728699143166","0.43519205912432","0.430992608604888","0.463699548616672","0.466726521177109","0.465138007602582","0.463636525818484","0.456648595360553","0.462625599554643","0.464721943109923","0.48328874297889","0.484065127801291","0.488101129981285","0.488581092790997","0.523508925305246","0.519434547769627",
"Least developed countries: UN classification","LDC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.46277820027984","1.64545029277281","1.8031417305341","1.93705904646851","2.03837906729565","2.11254243140867","2.16556747193616","2.17539227239414","2.17806098162534","2.14022004005108","2.12354430171701","2.07517285129483","2.01991968880981","1.95360808228892","1.89375578754846","1.84105493641329","1.78393685878574","1.74733493409625","1.73534792313396","1.70599831005072","1.69956686223374","1.67584004779386","1.65924152022849","1.63036204818694","1.61866890961519","1.58256919630581","1.55998658551681","1.52898076528733","1.49526432282532","1.45397864525784","1.41998396343117","1.37017921605746",
"Low income","LIC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.15431061633538","2.40578786951187","2.60508924168013","2.75534031861072","2.85940640373873","2.9149498839013","2.95789958740973","2.95224406246659","2.9260685455566","2.84459265968811","2.79006334126177","2.6840544396804","2.59132982555448","2.46754985713331","2.36589059876062","2.28648255380322","2.18451570753842","2.11792499897512","2.07909054705123","2.02333748024187","2.00503683966246","1.96357097826908","1.94229867573684","1.89816120084343","1.87945596148091","1.82521243964815","1.79542062906048","1.75703103374461","1.70444747090399","1.64056430790288","1.59913921313406","1.52179653098481",
"Liechtenstein","LIE","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Lower middle income","LMC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.364702966443297","0.424463541729251","0.527523766655574","0.579951771360404","0.668591260297381","0.74801267020563","0.773437951072671","0.83694263330477","0.843942424363495","0.885947877204394","0.883945028891785","0.836245733886565","0.81700158569689","0.802020272694125","0.786235090526528","0.732088615145957","0.719944127579898","0.705573550727974","0.700902784673306","0.661237818473239","0.660622325881755","0.651465001255409","0.648931628854477","0.646549277417471","0.645505002187558","0.645740351730267","0.600166897604059","0.593769276667232","0.580210170346552","0.577996123751301","0.578075180998691","0.55848228639108",
"Low & middle income","LMY","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.505045724980714","0.590240182139","0.7034945871825","0.781301527581637","0.875966446043963","0.960988877671153","1.0059274650041","1.0836624902415","1.10304480974054","1.14673185896332","1.15689115668724","1.12706927770599","1.11511792693754","1.11340894595824","1.09803744212974","1.05857610303547","1.04728114508841","1.03530340491302","1.03468653069952","1.01158264586687","1.01459448888325","1.01245745242968","1.01474880746125","1.01125775766746","1.01587049070845","1.01460502700056","0.98268176068516","0.971392221426595","0.954772717830446","0.946027104846143","0.941737045669676","0.915542840053289",
"Lesotho","LSO","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","2.9","4.6","6.9","9.6","12.5","15.2","17.4","19.2","20.5","21.5","22.1","22.5","22.7","22.9","23.1","23.3","23.5","23.7","24","24.2","24.4","24.6","24.8","24.7","24.6","24.2","23.6","23","22.3","21.6","20.9",
"Late-demographic dividend","LTE","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
